article_text,category
"b'Ronaldo considering new contract\n\nManchester United winger Cristiano Ronaldo said he is close to agreeing to a new contract at Old Trafford.\n\nThe Portugal star, who joined in August 2003 on a five-year-deal, is a regular in the United first-team. ""The United board have already made an offer to renew the contract but I\'m trying not to think about it,"" he told the News of the World. ""My agent has spoken with the club and it will be resolved soon. I think we\'ll reach a good agreement for both sides."" Ronaldo refused to commit his long-term future to the club.\n\n""Nobody knows what will come tomorrow. I like being here, but who knows,"" he added. ""There aren\'t many bigger and better clubs than this one. It\'s my ambition to be at a big club. I\'m happy but nobody knows the future.""\n'",/Sports/Team Sports/Soccer
"b'Man City 0-2 Man Utd\n\nManchester United reduced Chelsea\'s Premiership lead to nine points after a scrappy victory over Manchester City.\n\nWayne Rooney met Gary Neville\'s cross to the near post with a low shot, which went in via a deflection off Richard Dunne, to put United ahead. Seven minutes later, the unfortunate Dunne hooked a volley over David James\' head and into his own net. Steve McManaman wasted City\'s best chance when he shot wide from three yards in the first half. In the opening 45 minutes United had looked unlikely to earn the win they needed to maintain any chance of catching Chelsea in the title race. Their approach play was more laboured than patient and they managed to fashion just one chance - a Paul Scholes header over the bar. And City seemed to be content to sit back and try and hit their rivals on the break as the game settled into a tepid pattern. Only Shaun Wright-Phillips appeared capable of interrupting the monotony, looking lively down the right and causing Gabriel Heinze problems.\n\nWes Brown also found Wright-Phillips to be a difficult opponent when the tricky winger embarrassed him near the touchline. Wright-Phillips\' sublime skill and pace took him past Brown and he delivered a pin-point centre to the feet of McManaman. But the former Liverpool player demonstrated why he has never scored against United by side-footing the easy chance wide. John O\'Shea was forced off after an earlier clash with Sylvain Distin and Cristiano Ronaldo came on to replace him. He immediately caused Ben Thatcher some discomfort and looked set to inject some much-needed pace into the United attack. Rooney was being well marshalled by Dunne - but that was all about to change. After the break, United poured forward and there was a renewed urgency about their play. And when Neville delivered a cross in a carbon copy of City\'s best first-half chance, Rooney showed McManaman how to do it - even if he needed the help of Dunne\'s leg. Worse was to come for Dunne, who had been having a fine match. On 75 minutes, he scored a horrible own goal when attempting to volley clear Rooney\'s cross and United seemed home and dry. However, City did fight back and Fowler missed another great chance from close range. And United keeper Roy Carroll saved well from Kiki Musampa. But United could have a had a third late on when substitute Ryan Giggs hit the post.\n\n- Manchester City boss Kevin Keegan: ""We had a great chance to take the lead and the first goal was always going to be crucial. ""We started off with a good tempo but then we allowed them to dictate the pace a bit too much. ""But we still had four good chances, two after we\'d gone 2-0 down, the one McManaman missed was very similar to the one Wayne Rooney scored from."" \n - Manchester United boss Sir Alex Ferguson: ""It wasn\'t our best performance of the last three months but I think we\'re deserved winners. ""At times, especially in the first half, we didn\'t play with enough speed. But with (Cristiano) Ronaldo and (Ryan) Giggs on, the speed improved. ""Derby games can be like that, they can be scrappy, dull, horrible and it was maybe like that."" Man City: James, Mills (Bradley Wright-Phillips 83), Dunne, Distin, Thatcher, Shaun Wright-Phillips, Barton (Macken 68), Sibierski, McManaman, Musampa, Fowler. Subs Not Used: Weaver, Onuoha, Flood. Booked: Fowler, Sibierski. Man Utd: Carroll, Gary Neville, Ferdinand, Brown, Heinze, O\'Shea (Ronaldo 33), Keane, Fortune, Fletcher (Giggs 64), Rooney, Scholes (Phil Neville 84). Subs Not Used: Howard, Bellion. Booked: Rooney, Scholes, Keane. Goals: Rooney 68, Dunne 75 og. Att: 47,111 Ref: S Bennett (Kent).\n'",/Sports/Team Sports/Soccer
"b'Gerrard plays down European hopes\n\nSteven Gerrard has admitted that Liverpool have little chance of winning the Champions League this season.\n\nThe 24-year-old Reds skipper spoke out ahead of Tuesday\'s first leg at home to Bayer Leverkusen in the last 16, which he will miss through suspension. ""Let\'s be realistic, there are some fantastic teams left in the Champions League,"" he told BBC Radio Five Live. ""We are just going to try to stay in as long as possible but we realise that maybe it is not our year this year."" Gerrard has made no secret of his desire to be involved in Europe\'s premier club competition.\n\nLast season he described qualification for the Champions League as the ""be all and end all"" - and rumours persist that he will leave Anfield if the Reds fail to secure a place in the competition. He has consistently been linked with a move away from Liverpool, with Chelsea the favourites to snap up the England midfielder. And Blues boss Jose Mourinho backed Gerrard\'s view that Rafael Benitez\'s team could struggle to progress this season. ""Rafa has still time in front of him to build an even better team, maybe he\'s a little bit behind (right now),"" he told BBC Radio Five Live.\n\nGerrard, who fired Liverpool into the last 16 of this season\'s competition with a brilliant goal in December\'s win over Olympiakos, insisted he was still fully focused on helping Liverpool to glory this season. The Reds are currently fifth in the Premiership table, five points off the crucial fourth spot, which brings Champions League qualification - and they face Chelsea in Sunday\'s Carling Cup final. ""It\'s big couple of months for Liverpool,"" he added. ""We\'re fighting for the fourth spot for the Champions League for next season but we are still involved in two cup competitions, which are very important. ""We are confident we can upset Chelsea in the Carling Cup final and get to the last eight of the Champions League because, financially, it is big for the club and, personally for myself, it is very good.""\n'",/Sports/Team Sports/Soccer
"b'Duff ruled out of Barcelona clash\n\nChelsea\'s Damien Duff has been ruled out of Wednesday\'s Champions League clash with Barcelona at the Nou Camp.\n\nDuff sustained a knee injury in the FA Cup defeat at Newcastle and manager Jose Mourinho said: ""He cannot run. His injury is very painful, so he is out."" But Mourinho has revealed defender Willian Gallas and striker Didier Drogba will be in the starting line-up. The Blues boss took the unusual step of naming his side a day before the match, with Jole Cole named in midfield. Mourinho said: ""We have one more session but I think Drogba will play, and Gallas will play. ""Drogba trained on Monday with no problems and will do the same on Tuesday. Gallas feels he can play and wants to play. We are protecting him still but he will be okay to play."" Drogba, Chelsea\'s \xc2\xa324m striker, has missed the last three weeks through injury.\n\nCech, Ferreira, Carvalho, Terry, Gallas, Tiago, Makelele, Lampard, Cole, Drogba, Gudjohnsen.\n'",/Sports/Team Sports/Soccer
"b""Chelsea clinch cup in extra-time\n\n(after extra-time - score at 90 mins 1-1)\n\nJohn Arne Riise volleyed Liverpool ahead after 45 seconds but Steven Gerrard scored a 79th-minute own goal. Blues boss Jose Mourinho was sent off for taunting Liverpool fans after the goal and he watched on television as his side went on to win the game. Drogba and Kezman scored from close range before Antonio Nunez's header made for a tense finale. It was an amazing climax which gave Mourinho his first silverware as Chelsea manager. Yet it was controversial too, after Mourinho's sending off, apparently for putting his finger to his lips to hush the Liverpool fans. There was no hushing them after the extraordinary opening in which the Reds took a stunning lead inside the first minute.\n\nRiise could not have connected any better with Morientes' cross as he smashed a left-foot volley past Petr Cech. The goal, the quickest-ever in a League Cup final, stunned a Blues side whose previously rock-solid confidence had been shaken by consecutive losses to Newcastle and Barcelona in the previous week. The Blues' attacking chances were limited, and Jerzy Dudek was equal to Frank Lampard's powerfully-struck drive and Drogba's low shot. Despite their frustration, Chelsea began to dominate midfield without seriously threatening to break Liverpool's well-organised defence.\n\nJoe Cole had a shot blocked and a promising Damien Duff break was halted by a good tackle from Djimi Traore, but the Reds reached half-time without any major scares. The Blues began the second half with more urgency and pegged Liverpool back. Nevertheless, Liverpool were living dangerously and they needed a fantastic double save from Dudek on 54 minutes, first at full stretch from Gudjohnsen's header, then to smother William Gallas' follow-up. And despite Chelsea's possession, it was Liverpool who fashioned the next clear opportunity as Luis Garcia fed Dietmar Hamann whose shot forced a superb save from Cech. And the Blues' increasingly adventurous approach saw Liverpool earn another chance on the break on 75 minutes as Paulo Ferreira denied Gerrard with a last-ditch tackle. But Gerrard was on the scoresheet minutes later - in the most unfortunate fashion - as he inadvertently deflected Ferrerira's free-kick past his own keeper and in off the post to bring Chelsea level. That prompted Mourinho's reaction which saw him sent off, but Chelsea still pressed and Duff had a chance to win the game with seven minutes remaining. Dudek saved bravely at the Irishman's feet, while Milan Baros shot wildly at the other end to ensure extra time. Drogba almost headed Chelsea in front two minutes into extra-time but the striker saw the ball rebound off the post. But seconds after the half-time interval, Drogba made no mistake, picking the ball up from Glen Johnson's long throw inside the six-yard box and sidefooting home. And Kezman appeared to have made the game safe as he netted from close range after Gudjohnsen's cross in the 110th minute. There was still drama as Nunez beat Cech to a high ball with six minutes remaining to head his side level, but despite Liverpool's desperate attacks, Chelsea clung on to win.\n\nDudek, Finnan, Carragher, Hyypia, Traore (Biscan 67), Luis Garcia, Gerrard, Hamann, Riise, Kewell (Nunez 56), Morientes (Baros 74).\n\nSubs Not Used: Pellegrino, Carson.\n\nHyypia, Traore, Hamann, Carragher.\n\nRiise 1, Nunez 113.\n\nCech, Paulo Ferreira, Ricardo Carvalho, Terry, Gallas (Kezman 74), Jarosik (Gudjohnsen 45), Lampard, Makelele, Cole (Johnson 81), Drogba, Duff.\n\nSubs Not Used: Pidgeley, Tiago.\n\nLampard, Kezman, Drogba, Duff.\n\nGerrard 79 og, Drogba 107, Kezman 112.\n\n78,000\n\nS Bennett (Kent).\n""",/Sports/Team Sports/Soccer
"b'Middlesbrough 2-2 Charlton\n\nA late header by teenager Danny Graham earned Middlesbrough a battling draw with Charlton at the Riverside.\n\nMatt Holland had put the visitors ahead in the 14th minute after his shot took a deflection off Franck Queudrue. But Middlesbrough peppered the Charlton goal after the break and Chris Riggott stroked home the equaliser. Shaun Bartlett\'s strike put Charlton back in front but that lead lasted just six minutes before Graham rushed onto Queudrue\'s pass to head home. The match burst to life from the whistle and Charlton defender Hermann Hreidarsson had sight of an open goal after just six minutes. Hreidarsson received Danny Murphy\'s free-kick from the right but he crashed his free header wide of the far post. The Iceland international looked such a danger the Boro bench could be heard issuing frantic instructions to mark him.\n\nCharlton\'s early pressure paid off when Bartlett received a long ball from Talal El Karkouri in the box and laid it off to Holland who buried his right-footed strike. Szilard Nemeth, recalled in place of Joseph-Desire Job, was twice denied his chance to get Middlesbrough back on level terms by Dean Kiely. The striker played a great one-two with Jimmy Floyd Hasselbaink only to see Kiely get down well to smother his shot before directing a header straight into the keeper\'s arms. Boro had plenty of time on the ball but the Addicks comfortably mopped up the pressure - with Kiely tipping a Hasselbaink header over the bar - to take their lead into half-time.\n\nIt was all one-way traffic after the break at the Riverside as Middlesbrough poured forward and Kiely even saved Hreidarsson\'s blushes when he palmed the ball away to prevent a Charlton own goal. But the Addicks keeper could do nothing about Riggott\'s equaliser in the 74th minute. The Boro defender looked suspiciously offside as he got on the end of Gareth Southgate\'s misdirected effort, but despite the Charlton protests his goal stood. The Addicks did not let their heads drop and Bartlett left the Boro defence standing, picking up Hreidarsson\'s cross to easily sink his right-footed strike. But substitute Graham was on hand to grab a share of the points for the home side. The 19-year-old striker nodding home the equaliser - and his first Premiership goal - with five minutes left on the clock.\n\n""I felt we did enough to win the game even though the first half was lacklustre. ""We dominated after the break, the players showed a fantastic response and we should have gone on to win. ""But for (Charlton goalkeeper) Dean Kiely, who made three tremendous saves, we could have scored five or six.""\n\n""To take the lead and then to get penned back, it feels a little bit like a defeat,"" admitted Kiely. ""We were winning but Middlesbrough kept knocking on the door. But we stood up and credit to us we didn\'t capitulate. ""We\'ll kick on now. Our short-term ambition is to progress from the seventh place finish from last year.""\n\nNash, Reiziger (Graham 82), Riggott, Southgate, Queudrue, Parlour (Job 86), Doriva, Nemeth (Parnaby 87), Zenden, Downing, Hasselbaink.\n\nSubs Not Used: Cooper, Knight.\n\nRiggott 74, Graham 86.\n\nKiely, Hreidarsson, Perry, El Karkouri, Young, Konchesky, Murphy (Euell 78), Holland, Kishishev, Thomas (Johansson 72), Bartlett.\n\nSubs Not Used: Fish, Jeffers, Andersen.\n\nKonchesky, Hreidarsson, Perry.\n\nHolland 14, Bartlett 80.\n\n29,603\n\nM Riley (W Yorkshire).\n'",/Sports/Team Sports/Soccer
"b""Dundee Utd 4-1 Aberdeen\n\nDundee United eased into the semi-final of the Scottish Cup with an emphatic win over Aberdeen.\n\nAlan Archibald prodded United ahead in 19 minutes and James Grady made it two from close range 10 minutes later. Richie Byrne's header gave Aberdeen a way back into the game, but Stevie Crawford restored United's lead from 18 yards before half time. The scoring was completed by Grady just after the break - a superb shot on the turn making it 4-1. Tony Bullock in the United goal was called into action for the first time with just over a quarter-of-an-hour on the clock. Noel Whelan laid the ball off to Jamie Winter on the edge of the box, but his first-time effort was gathered by the United keeper. Moments later though, the home side took the lead. Barry Robson whipped in a free kick from the right, which Stevie Crawford caught on the volley. Russell Anderson failed to deal with it and Whelan's clearance off the line landed kindly at the feet of Archibald, who poked the ball into the net. United doubled their lead after 29 minutes when Grady tapped the ball into an empty net after Robson had headed Mark Wilson's cross off the angle of post and bar. But only three minutes later Aberdeen clawed their way back into the match. A free kick from the left by Winter was met powerfully by the head of Byrne at the back post, leaving Bullock helpless.\n\nUnited restored their two-goal lead four minutes before the end of a highly entertaining first half. Jason Scotland played a perfectly-weighted pass into the path of the onrushing Crawford and he coolly beat Ryan Esson from 18 yards. United ended the game as a contest just two minutes after the interval. Grady received a pass from Crawford with his back to goal on the edge of the box and after taking one touch, he spun to volley the ball past the despairing dive of Esson. The home side were in complete control and it required a good stop from Esson to keep out Robson's drive after 62 minutes. The keeper denied the same player again 10 minutes later, beating away his fierce shot from the left of the penalty area. Robson saw another long-range effort tipped round the post before a cute lob was headed off the line.\n\nBullock, Duff, Wilson, Ritchie, Archibald, Scotland (Samuel 63), Brebner, Kerr (Cameron 87), Robson, Crawford, Grady.\n\nColgan, Dodds, Kenneth.\n\nBrebner.\n\nArchibald 19, Grady 29, Crawford 41, Grady 47.\n\nEsson, Hart, Anderson, Diamond, Byrne (Morrison 75), McNaughton, Heikkinen (Foster 27), Winter, Clark (Stewart 51), Mackie, Whelan.\n\nBlanchard, McGuire.\n\n: Anderson, Diamond.\n\nByrne 33.\n\n8,661\n\nK Clark\n""",/Sports/Team Sports/Soccer
"b'Kenyon denies Robben Barca return\n\nChelsea chief executive Peter Kenyon has played down reports that Arjen Robben will return for the Champions League match against Barcelona.\n\n""He\'s been responding well to treatment and started running on Friday, but we\'ll have to wait and see,"" he told BBC Five Live\'s Sportsweek. ""We\'re looking to getting him back as soon as possible, but he\'ll be back when it\'s right for him and for us. ""There\'s no plans at the moment around the Barcelona game."" His comments contradict those of chiropractor Jean Pierre Meersseman who treated the Dutchman after he fractured his foot at the start of February. Robben had been expected to be out for six weeks, but Meersseman hinted that the winger could be fit for the vital Stamford Bridge game on 8 March. ""I hope he can be back and I will try to help him make that happen,"" Meersseman told the Mail on Sunday. ""I put everything right with Arjen\'s foot the last time I saw him 12 days ago. It was an obvious correction and easy to perform. ""I know he was pleased with what I did and now that he is running again. I am due to see him one more time again in the next few days."" Meersseman is the medical co-ordinator at Italian side AC Milan.\n'",/Sports/Team Sports/Soccer
"b'Parry firm over Gerrard\n\nListen to the full interview on Sport on Five and the BBC Sport website from 1900 GMT.\n\nBut Parry, speaking exclusively to BBC Sport, also admits Gerrard, who has been constantly linked with Chelsea, will have the final say on his future. He told BBC Five Live: ""Steven is above money. He is the future of Liverpool. ""It doesn\'t matter if it\'s \xc2\xa330m, \xc2\xa340m or \xc2\xa350m, we will not accept offers. But we are also realistic enough to know we can\'t keep Steven against his will."" On the subject of Liverpool\'s finances, Parry also revealed the club is ready to explore the possibility of a sponsorship deal for its proposed new stadium.\n\nAnd responding to criticism from BBC Sport pundit and former Liverpool stalwart Alan Hansen, he insisted talks on new investment are ongoing, but added the door has not closed on shareholder and lifelong fan Steve Morgan. Parry joined Liverpool as chief executive in July 1998 from a similar role at the Premier League. There have been several highs and lows during his time in charge at Anfield - and he had a busy summer, overseeing the arrival of new manager Rafael Benitez and managing to hold on to Steven Gerrard.\n\nOn the subject of Liverpool\'s captain and prize asset, Parry revealed Real Madrid\n\ndid\n\nask for an option on the England midfield man during negotiations for striker Fernando Morientes. He said: ""They were looking for ways of saying they got more out of the deal for Fernando Morientes, but the response to Real Madrid was the same - Steven is not for sale."" But when asked if Gerrard would be a Liverpool player on the first day of next season, Parry said: ""I sincerely hope he will be. Steven knows my views. He knows Rafa\'s views. ""We have re-affirmed recently to Steven that we are trying to build a team around him. We crave success as much as he does. We know he\'s ambitious and nobody can argue with that.\n\n""I think Steven would dearly love to win things with Liverpool more than he\'d like to do anything else. ""We all want to see progress by next season. He\'s not alone in that. There are a lot of other players who feel the same, so we all have a common aim."" It is expected Chelsea will test Liverpool with a \xc2\xa330m-plus bid in the summer - but Parry claims he will be in no mood to listen. ""There have been a lot of open secrets about Steven, most of which have been complete myths. It is suggested we had a deal tied up last summer. We didn\'t had an offer last summer,"" Parry explained. ""We had told Chelsea that as far as we were concerned he was not for sale and we didn\'t want to sell him. In reality it didn\'t go beyond that. ""Maybe there will be an offer in the summer. Maybe there won\'t.\n\n""Our position is we want Steven to stay, but we are also realistic enough and have enough respect for Steven - and he has enough respect for us - to know that it is his decision that will be crucial. ""You are not going to keep a player like Steven against his will. That just doesn\'t work, but any idea we are going to accept offers for Steven and then tell him \'by the way we\'ve decided to sell you\' is not on the agenda. You can forget that."" Parry is currently in the process of finalising funding for Liverpool\'s new stadium in Stanley Park, which is set to open in 2007. And he confessed Arsenal\'s \xc2\xa3100m deal with Emirates to sponsor their new ground - complete with naming rights - has given the Anfield club serious food for thought. He said: ""I have to say historically it is something I have been against, and I have been on record as saying that, but I think the size of the Arsenal deal is a real eye-opener.\n\n""I would say in the past deals have been done frankly far too cheaply and it just hasn\'t even been worth contemplating. ""But the Arsenal deal is the sort of deal that causes you to draw breath and say \'wow - that\'s interesting.\' ""My personal point of view is that I would find it a hell of a lot more palatable than a shared stadium."" Some Liverpool fans would find such a move highly controversial, but Parry countered: ""I recognise it would be an emotive issue for many supporters, but you look at the amount of money available and it could go into the team. ""If it was the right partner how strong an issue is it? Time will tell. ""I think the stadium will always be Anfield, not least because of where it is, but do we need to investigate the possibilities of sponsorship? I think it would be remiss not to. ""That\'s not to say we have made a decision that we will go down that road, but I think it is clearly something we have to explore.""\n\nOn the subject of possible new investment, Parry revealed Liverpool are still in negotiations with a mystery investor, with rumours of interest from the Middle East. That prompted the withdrawal of tycoon Steve Morgan, who got frustrated by failed bids and what he claimed was indecision by the board. He also accused Liverpool of using him as ""a stalking horse"" to attract other bids, but Parry explained: ""Steve has never been used as a stalking horse. There\'s no need, and that is not the way we do business. ""We had discussions with Steve over the course of 2004. I think we came close to concluding a deal in the summer but it didn\'t happen. ""Quite genuinely, the new interest did appear relatively late in the day just prior to the AGM in December, and as I have said it was of such potential magnitude, and that potential is so exciting, we felt we had to evaluate it. We are still evaluating it. ""Steve\'s interest was taken very much on its own merits. His enthusiasm for the club is there for all to see and who knows what the next few months will hold? ""The door isn\'t closed on anything. We had a perfectly sensible dialogue with Steve last year. ""We have a common interest in making Liverpool successful. That\'s a dream we all share, so as far as I\'m concerned the door is not closed.""\n\nI would take \xc2\xa350m if we had no investment, but if we did, keep him. As for the stadium, if it gets us cash what difference does it make really?\n\n\xc2\xa350m for Gerrard? I don\'t care who you are, the Directors would take the money and it is the way it should be. We cannot let that sum of money go, despite Gerrard\'s quality.\n\nThrough a cleverly worded statement, the club has effectively forced Gerrard to publicly make the decision for himself, which I think is the right thing to do.\n\nCritical time for Liverpool with regards to Gerrard. Ideally we would want to secure his future to the club for the long term. I am hoping he doesn\'t walk out of the club like Michael Owen did for very little cash.\n\n\xc2\xa350m realistically would allow Rafa to completely rebuild the squad, however, if we can afford to do this AND keep Gerrard we will be better for it. I would however be happy with Gerrard\'s transfer for any fee over \xc2\xa335m.\n\nParry\'s statements are clever in that any future Gerrard transfer cannot be construed as a lack of ambition by the club to not try and keep their best players. Upping the ante is another smart move by Parry.\n\nI would keep Gerrard. No amount of money could replace his obvious love of the club and determination to succeed.\n\nThe key is if Gerrard comes out and says that he is happy. Clearly, if he isn\'t, then we would be foolish not to sell. The worrying thing is who would you buy (or who would come) pending possible non-Champions League football.\n'",/Sports/Team Sports/Soccer
"b'Wright-Phillips to start on right\n\nEngland coach Sven-Goran Eriksson has revealed Shaun Wright-Phillips will start against the Netherlands.\n\nBut Wright-Phillips will not make his first start for England playing on the left, as had been widely expected. ""Shaun Wright-Phillips will probably start the game,"" said Eriksson. ""But I\'m not going to start Wright-Phillips on the left."" Eriksson also revealed that Wes Brown will start alongside Jamie Carragher in the injury-hit centre of defence. When asked if Brown and Carragher would start Eriksson replied: ""I could tell you yes. ""It\'s a blow that four or five central defenders are away because of injuries. ""On the other hand it\'s good for Carragher and Brown to show what they can do at this level. That\'s positive."" The England coach said that he had been impressed by Wright-Phillips\' form for Manchester City. ""He deserves his chance. He has been playing well all season and I look forward to seeing him."" And he added that Andy Johnson and Stewart Downing - the other two new players in the squad - would also get a chance to impress. ""Wright-Phillips, Downing and Johnson will start or get the chance to play some part. ""Johnson was not in my plans a year ago but he is doing a great season and scoring a lot of goals. ""Downing is another one making a great season. He is young, talented and there are not too many left-footed players in the squad.""\n'",/Sports/Team Sports/Soccer
"b'Robben sidelined with broken foot\n\nChelsea winger Arjen Robben has broken two metatarsal bones in his foot and will be out for at least six weeks.\n\nRobben had an MRI scan on the injury, sustained during the Premiership win at Blackburn, on Monday. ""Six weeks is the average time to heal this injury and then I need a few more weeks to be completely fit again,"" he told Dutch newspaper Algemeen Dagblad. ""I had a feeling it was serious but because of the swelling it was impossible to make a final diagnosis."" The 21-year-old missed the first three months of the season with a similar injury after a challenge with Roma\'s Olivier Dacourt. And he added: ""It felt different then last summer when I had the same injury on my other foot. ""Then I could walk already after three days but I stayed sidelined for a long period. I hope that it will now take me six to eight weeks."" Chelsea physio Mike Banks was hopeful that Robben could return at some point in March. ""The fractures are tiny and he could be playing next month,"" Banks told the club\'s website. ""One is a chip on the side of his foot, the other is a small break on the third metatarsal. ""But this is not the traditional metatarsal that has become so famous since the last World Cup and which has kept Scott Parker out for two months.""\n\nDavid Beckham suffered a broken metatarsal in the build up to the 2002 World Cup in Korea and Japan. Robben, who has been a key part of the Blues\' push for four trophies, claims he knew instantly something was wrong when he was felled by Blackburn midfielder Aaron Mokoena. ""I felt my leg go,"" he said. ""I felt it straight away after Mokoena hit me with a wild kick on my left foot.""\n'",/Sports/Team Sports/Soccer
"b'Giggs handed Wales leading role\n\nRyan Giggs will captain Wales as he wins his 50th cap in Wednesday\'s friendly against Hungary in Cardiff.\n\nJohn Toshack, in his first game as coach after succeeding Mark Hughes, admits he is surprised that Giggs has only just reached the landmark. ""With the games he\'s played for United, proportionately it doesn\'t seem that many for Wales,"" Toshack said. ""But he\'s one of the greatest of all Welsh internationals and on his 50th cap it\'s appropriate he\'s captain."" Giggs admits he had briefly considered retirement from the international game, but is now targetting playing for Wales in the 2008 European Championships. The Manchester United wing revealed how club manager Sir Alex Ferguson talked him into extending his Wales career. ""I briefly discussed my international future with Sir Alex, but he urged me to carry on,"" Giggs said. ""He feels, like myself, that I have no weight problems and keep myself fit, so in three or four years\' time I will be able to play in the European finals if we get there. ""The manager has always wanted me to play for my club and country and he was keen for me to continue because I am fit enough.""\n\nGiggs admits he was wavering and considering joining the likes of former Wales skipper Gary Speed and United team-mate Paul Scholes in committing the remaining years of his career to club football. But Giggs is now focussed on making the Toshack era even more successful than the time Hughes spent at the helm. The Manchester United winger won his first cap as a 17-year-old in 1991, an away loss to Germany, and now faces his landmark appearance at the age of 31. With Giggs leading Wales out against Hungary, there is every chance that he will become the permanent successor to Speed. However, Toshack refused to reveal whether he sees Giggs as a long-term option. ""For this particular game I think it is appropriate that Ryan Giggs will be captain, it\'s his 50th cap and he\'s known for some time about that,"" Toshack said. On Wednesday night Toshack takes charge of his first match since replacing Hughes, and Giggs said: ""It\'s my 50th cap and I am looking forward to it, and I hope to play a lot more times from here on in. ""It\'s important to be here, all the players feel the same. It\'s a new start and all the top players certainly see it as important. ""I see myself leading by example, it is something I have taken on for Wales as well as United these past few seasons. ""The way John is looking at things, he is aiming to build his side around the experienced lads right up to the next tournament, the Euro 2006 event. ""I have told John I will be around for the next European tournament, by then I will be 35 so hopefully I will still be okay. ""A lot can happen, but I\'m hoping to be around."" Giggs\' own personal future at Old Trafford is still up in the air as he has yet to reach agreement on a new contract, with Manchester United offering one extra year and Giggs seeking two. ""I have put the contract thing to the back of my mind at the moment,"" said Giggs. ""It is an important period for the club and I am just concentrated on that. ""I\'ve heard the suggestions, hopefully there is a two-year deal about to be offered because that is what I am looking for, to get it sorted out. ""I\'m enjoying my football, the way United have been playing and my own form, you have to enjoy it. ""We have massive games coming up: Manchester City this week, then the Everton cup tie, followed by AC Milan in the Champions League, and my first Wales game under John Toshack, so it\'s an important time.""\n'",/Sports/Team Sports/Soccer
"b'Bosvelt optimistic over new deal\n\nManchester City\'s Paul Bosvelt will find out ""within a month"" whether he is to be offered a new one-year deal.\n\nThe 34-year-old Dutch midfielder is out of contract in the summer and, although his age may count against him, he feels he can play on for another season. ""I told the club I would like to stay for one more year. They promised me an answer within the next month so I am waiting to see,"" he said. ""The main concern is my age but I think I have proved I am fit enough. Bosvelt joined City from Feyenoord in 2003 and at first he struggled to adapt to life in England. But his professionalism and dedication impressed manager Kevin Keegan. ""He realised the pace of the game was faster than anything he was used to but he drove himself back into the team. He is an unsung hero,"" said Keegan.\n'",/Sports/Team Sports/Soccer
