article_text,category,confidence
"b'Indie film nominations announced\n\nMike Leigh\'s award-winning abortion drama Vera Drake has scooped seven nominations at this year\'s British Independent Film Awards.\n\nBut the Venice winner faces stiff competition from Shane Meadows\' critically acclaimed Dead Man\'s Shoes, which received eight nominations. Also in the running for a clutch of awards are My Summer of Love and the stalker drama Enduring Love. The winners will be announced at a ceremony in London on 30 November. The winners of the awards will be chosen by a jury chaired by Cold Mountain director Anthony Minghella and including actresses Cate Blanchett and Helena Bonham-Carter.\n\nThe awards, which recognise independent film-making in Britain, were established seven years ago. ""This year\'s nominees reflect the growing strength and diversity of British independent filmmaking,"" said BIFA founder and director Elliot Grove. Commenting on the diversity of the nominated films, he added: ""Our selection committee had a harder time than ever narrowing down the field.""\n\nJoining Vera Drake and Dead Man\'s Shoes in the running for best film are My Summer of Love, climbing documentary Touching the Void and zombie comedy Shaun of the Dead. Geoffrey Rush wins a best actor nomination for his role as Peter Sellers in the recent biopic The Life & Death of Peter Sellers.\n\nThe Australian star faces competition from Daniel Craig (Enduring Love), Phil Davis (Vera Drake), Ian Hart (Blind Fight) and Dead Man\'s Shoes\' star Paddy Considine. Considine is also nominated for a best supporting actor award for My Summer of Love. A rare US nominee, Scarlett Johansson, is among this year\'s best actress contenders for her role in Girl with a Pearl Earring.\n\nFellow nominees include Imelda Staunton (Vera Drake), Natalie Press (My Summer of Love), Anne Reid (The Mother) and Eva Birthistle (Ae Fond Kiss... ). Shane Meadows and Kevin McDonald, both former winners of the Douglas Hickox Award (for Best Directorial Debut) won best director nominations. Seasoned film-makers Roger Michell, Mike Leigh and Pavel Pavlikowsky challenge them to the award. Harry Potter author JK Rowling will receive a special award for her contribution to the industry.\n'",/Arts & Entertainment/Movies,0.93999999761581421
"b""Da Vinci film to star Tom Hanks\n\nActor Tom Hanks and director Ron Howard are reuniting for The Da Vinci Code, an adaptation of the international best-selling novel by Dan Brown.\n\nDistributor Sony Pictures said production will begin next year, with a planned release in May 2006. Hanks will play Robert Langdon, who is trying to solve the murder of a member of an ancient society that has protected dark secrets for centuries. It will be Hanks' third collaboration with Howard. They previously worked together, along with Howard's producing partner Brian Grazer, on Splash and Apollo 13.\n\nHanks is one of Hollywood's most bankable stars, with his presence in a movie almost guaranteeing box office success. Brown's book has become a publishing phenomenon, consistently topping book charts in the UK and US. It has sold more than eight million copies worldwide in little over two years. It is a classic whodunit, which centres on a global conspiracy surrounding the Holy Grail mythology and places heavy emphasis on symbols and cryptography. Its protagonist is a Harvard professor likened to a contemporary Indiana Jones, who also appeared in Brown's first book Angels and Demons. The tale mixes art history with mythology, semiotics with medieval history.\n""",/Arts & Entertainment/Movies,0.93999999761581421
"b""Legendary music studio to close\n\nThe New York music studio where John Lennon spent his final hours is to close next month.\n\nThe Hit Factory, which opened 37 years ago, has played host to some of the biggest stars in music, including Paul Simon, Madonna and David Bowie. However, the rise in digital recording has affected business at the studio, which is relocating to smaller premises in Miami. Lennon recorded his final album Double Fantasy at the studio in 1979.\n\nThe studio was founded by Jerry Ragovoy in 1968. In 1975 it was sold to fellow producer Edward Germano, who turned it into a 100,000 square foot studio with seven recording rooms and live mastering suites. His first client was Stevie Wonder, who recorded part of his classic album Songs In The Key Of Life there. Other well-known albums to be recorded or partially recorded at the studio include Bruce Springsteen's Born In The USA, the Rolling Stones' Emotional Rescue and Paul Simon's Graceland. Michael Jackson, Billy Joel, Jay-Z and Beyonce are also among artists who have used the Hit Factory in the past, as well as 50 Cent who survived an attempt on his life as he left the premises in 2000. The studio made history in 1994 when it won a record 41 Grammy nominations for songs recorded, mastered or mixed there, including the soundtrack to the Whitney Houston film The Bodyguard.\n""",/Arts & Entertainment/Music & Audio,0.93999999761581421
"b""MPs quiz aides over royal income\n\nSenior officials at the two bodies generating private income for the Queen and Prince of Wales are to be questioned by MPs.\n\nAides from the Duchy of Lancaster and Duchy of Cornwall will appear before the Commons Public Accounts Committee. It has been reported they could be questioned about Prince Charles' spending on Camilla Parker Bowles. But BBC correspondent Peter Hunt said they are not responsible for how money is spent and may be unable to answer. Duchy officials, who will appear before the committee on Monday, are only responsible for generating money. The Duchy of Lancaster provides the Queen's private income, while the Duchy of Cornwall provides Prince Charles' annual income. The Duchy of Cornwall is a 140,000-acre estate across 25 counties, and also includes residential properties, shops, offices, stocks and shares. It was set up in 1337 by King Edward III to provide income for successive heirs to the throne. It covers the cost of the prince's public and private life - neither Charles, nor William and Harry, receive taxpayers' money from the Civil List. However, the Prince of Wales did receive over \xc2\xa34m from government departments and grants-in-aid in 2003-4. The duchy last year generated almost \xc2\xa312m. The prince has voluntarily paid income tax - currently 40% - since 1993.\n""",/Law & Government/Government,0.93999999761581421
"b'Campbell to extend sprint career\n\nDarren Campbell has set his sights on running quicker than ever after deciding not to retire from sprinting.\n\nCampbell, who won Olympic 4x100m relay gold, had been unsure about his future. But he told Five Live\'s Sportsweek: ""I had to get back into training before I could decide because if I didn\'t have the same hunger I\'d have to walk away. ""I\'ve started back and I\'m thoroughly enjoying it. I\'m looking forward to it. I\'ve got to run under 10 seconds (for 100m) and under 20 seconds (for 200m)."" Campbell was part of the British quartet who shocked the Americans to win relay gold in Athens in August.\n\nThe Newport-based athlete and team-mates Jason Gardener, Marlon Devonish and Mark Lewis-Francis were rewarded with MBEs in the New Year Honours List. Campbell\'s relay triumph made up for his disappointing displays in the individual 100m and 200m events in Athens, when he failed to reach the finals. The 31-year-old, who won Olympic 200m silver in Sydney in 2000, said during the Games that a hamstring injury had stopped him from running at his best.\n\nHe was criticised at the time by former Olympic champion Michael Johnson, who cast doubt on Campbell\'s injury claims. ""To go to Athens and finally get the gold I\'ve been trying to get for 24 years was a big relief,"" said Campbell. ""It was a chance for me to prove that if I\'d been fit I would have been challenging for the (individual) medals. ""Every season I go and challenge for the medals so why would last season have been any different? ""It\'s just unfortunate that I picked up that injury just before the Olympics."" Campbell set his 100m personal best of 10.04secs when he won the European title in Budapest in 1998. And he ran 20.13secs in the quarter-finals of the 200m in Sydney on the way to Olympic silver.\n'",/Sports/Individual Sports,0.93999999761581421
"b'Ferdinand casts doubt over Glazer\n\nRio Ferdinand has said he is unsure of Malcolm Glazer\'s motives after the American billionaire launched a new offer to buy Manchester United.\n\nThe club have confirmed that the Glazer Family Partnership have submitted proposals of a third bid. ""A lot of people want the club\'s interest to be with people who have grown up with the club and have got its interests at heart,"" said Ferdinand. ""No one knows what this guy will be bringing to the table."" The central defender added on BBC Radio Five Live: ""We will have to wait and see what Glazer comes with. ""I would like to see the situation resolved either way. ""I think people are getting bored with him coming in and out of the news with new proposals. ""The other stuff off the pitch takes the shine off what is going on the pitch.""\n\nGlazer, currently owns a 28.1% stake in the club, and United\'s statement to the stock exchange said: ""The board has noted the recent press speculation on this subject. ""The board can confirm that it has now received a detailed proposal subject to various pre-conditions which may form the basis of an offer for Manchester United from Glazer. ""A further announcement will be made in due course."" Glazer\'s previous bids for the club, which United supporters opposed, were rejected by the board because of the high level of debt they would incur. But it is believed that Glazer has substantially reduced the borrowing required for his latest move. He will still need the approval of major shareholders John Magnier and JP McManus, who own 28.9% of the club to succeed. But the Irish duo have cut off talks with Glazer over the proposed sale of their stake, while fans remain opposed to his involvement.\n'",/Sports/Team Sports,0.93999999761581421
"b'US trade gap hits record in 2004\n\nThe gap between US exports and imports hit an all-time high of $671.7bn (\xc2\xa3484bn) in 2004, latest figures show.\n\nThe Commerce Department said the trade deficit for all of last year was 24.4% above the previous record - 2003\'s imbalance of $496.5bn. The deficit with China, up 30.5% at $162bn, was the largest ever recorded with a single country. However, on a monthly basis the US trade gap narrowed by 4.9% in December to \xc2\xa356.4bn. The US consumer\'s appetite for all things from oil to imported cars, and even wine and cheese, reached record levels last year and the figures are likely to spark fresh criticism of President Bush\'s economic policies.\n\nDemocrats claim the administration has not done enough to clamp down on unfair foreign trade practices. For example, they believe China\'s currency policy - which US manufacturers claim has undervalued the yuan by as much as 40% - has given China\'s rapidly expanding economy an unfair advantage against US competitors.\n\nMeanwhile, the Bush administration argues that the US deficit reflects the fact the America is growing at faster rate than the rest of the world, spurring on more demand for imported goods. Some economists say this may allow an upward revision of US economic growth in the fourth quarter. But others point out that the deficit has reached such astronomical proportions that foreigners many choose not to hold as many dollar-denominated assets, which may in turn harm growth. For all of 2004, US exports rose 12.3% to $1.15 trillion, but imports rose even faster by 16.3% to a new record of $1.76 trillion. Foreign oil exports surged by 35.7% to a record $180.7bn, reflecting the rally in global oil prices and increasing domestic demand. Imports were not affected by the dollar\'s weakness last year. ""We expect the deficit to continue to widen in 2005 even if the dollar gets back to its downward trend,"" said economist Marie-Pierre Ripert at IXIS.\n'",/Business & Industrial/Transportation & Logistics,0.67000001668930054
"b'US gives foreign firms extra time\n\nForeign firms have been given an extra year to meet tough new corporate governance regulations imposed by the US stock market watchdog.\n\nThe Securities and Exchange Commission has extended the deadline to get in line with the rules until 15 July 2006. Many foreign firms had protested that the SEC was imposing an unfair burden. The new rules are the result of the Sarbanes-Oxley Act, part of the US clean-up after corporate scandals such as Enron and Worldcom. Section 404 of the Sox Act, as the legislation is nicknamed, calls for all firms to certify that their financial reporting is in line with US rules. Big US firms already have to meet the requirements, but smaller ones and foreign-based firms which list their shares on US stock markets originally had until the middle of this year.\n\nOver the past few months, delegations of European and other business leaders have been heading to the SEC\'s Washington DC headquarters to protest. They say the burden is too expensive and the timescale too short and some, particularly the UK\'s CBI, warned that companies would choose to let their US listings drop rather than get in line with section 404. The latest delegation from the CBI met SEC officials on Wednesday, just before the decision to relax the deadline was announced. ""I think this signifies a change of heart at the SEC,"" CBI director-general Sir Digby Jones told the BBC\'s Today programme. ""They have been listening to us and to many overseas companies, who have reminded America what globalisation really means: that they can\'t make these rules in isolation."" The SEC said it had taken into consideration the fact that foreign companies were already working to meet more onerous financial reporting rules in their home countries. The European Union, in particular, was imposing new international financial reporting standards in 2005, it noted. ""I don\'t underestimate the effort (compliance) will require... but this extension will provide additional time for those issuers to take a good hard look at their internal controls,"" said Donald Nicolaisen, the SEC\'s chief accountant.\n'",/News,0.67000001668930054
"b'Further rise in UK jobless total\n\nThe UK\'s jobless total rose for the second month in a row in December, official figures show.\n\nThe number of people out of work rose 32,000 to 1.41 million in the last three months of 2004, even as 90,000 more people were in employment. Average earnings rose by 4.3% in the year to December up from November\'s 4.2%, the Office for National Statistics (ONS) added. Meanwhile, the benefit claimant total fell 11,000 to 813,200 last month. Throughout 2004, the number of people in work increased by 296,000 to 28.52 million - the highest figure since records began in 1971.\n\nThe apparent discrepancy between rising unemployment and record numbers in work can be explained by an increase in the working population and a fall in those who are economically inactive. While the UK\'s jobless rate rose to 4.7% from 4.6% in the previous quarter, the rate still remains one of the lowest in the world, compared with 12.1% in Germany, 10.4% in Spain and 9.7% in France. But, despite more people being in work, the manufacturing sector continued to suffer, with 104,000 workers axed during the last quarter of 2004 - pushing employment in the sector to a record low of 3.24 million by the end of last year. The figures prompted some analysts to forecast that the Bank of England will almost certainly raise rates this year. Marc Ostwald, a strategist at Monument Securities told Reuters that while no immediate market impact could be expected, ""it is enough to underline that they (the BoE) will be more hawkish on rates"".\n'",/Business & Industrial,0.67000001668930054
"b'US company admits Benin bribery\n\nA US defence and telecommunications company has agreed to pay $28.5m after admitting bribery in the West African state of Benin.\n\nThe Titan corporation was accused of funnelling more than $2m into the 2001 re-election campaign of President Mathieu Kerekou. At the time, Titan was trying to get a higher price for a telecommunications project in Benin. There is no suggestion that Mr Kerekou was himself aware of any wrongdoing. Titan, a California-based company, pleaded guilty to falsifying its accounts and violating US anti-bribery laws. It agreed to pay $13m in criminal penalties, as well as $15.5m to settle a civil lawsuit brought by the US financial watchdog, the Securities and Exchange Commission (SEC).\n\nThe SEC had accused Titan of illegally paying $2.1m to an unnamed agent in Benin claiming ties with President Kerekou. Some of the money was used to pay for T-shirts with campaign slogans on them ahead of the 2001 election. Shortly after the poll, which Mr Kerekou won, Benin officials agreed to quadruple Titan\'s management fee. Prosecuting attorney Carol Lam said: ""All US companies should take note that attempting to bribe foreign officials is criminal conduct and will be appropriately prosecuted."" The company says it no longer tolerates such practices. Under the US Foreign Corrupt Practices Act, it is a crime for American firms to bribe foreign officials.\n'",/Law & Government,0.67000001668930054
"b'Spike Lee backs student directors\n\nFilm-maker Spike Lee says black representation is stronger than ever in cinema and TV but the true power in entertainment lies behind the camera.\n\nThe She Hate Me director urged students at his old Atlanta university, Morehouse College, to seek ""gatekeeper positions"" behind the scenes. Lee told them to ""work up the corporate ladder because everybody can\'t be an actor, everybody can\'t make a record"". He spoke as part of a discussion panel, then led a retrospective of his films.\n\nReturning to his old university, which educates only African American students, Lee discussed the challenges facing black people in the entertainment industry. ""Even Denzel (Washington), he\'s getting $20m a movie. But when it comes time to do a movie, he has to go to one of those gatekeepers,"" Lee said. He told aspiring young film-makers in the audience not to ignore non-traditional routes to getting a movie made, including raising funds independently and releasing films straight to DVD. ""It\'s a huge market,"" the 47-year-old director said. ""It\'s not something that should be looked upon as a stepchild."" Lee has made more than 25 films, including Jungle Fever, Do the Right Thing, Summer of Sam and 1986 hit She\'s Gotta Have It.\n'",/Arts & Entertainment/Movies,0.67000001668930054
"b'Label withdraws McFadden\'s video\n\nThe new video of former Westlife singer Brian McFadden has been pulled after a Dublin school complained about being associated with his song Irish Son.\n\nSt Fintian\'s High School says it is clearly identified in the video, while McFadden never went there. McFadden makes claims that he was beaten at his own school in the song\'s lyrics, saying it had ""cell blocks"". The performer\'s record label Sony BMG has withdrawn the video and issued replacements to television stations. The label believed the school name was fictitious until they received the complaint. They have said the reference to the school was unintentional and coincidental.\n\nThe head of Christian Brothers\' school St Fintian\'s, Richard Fogarty, said the video implied that the 24-year-old pop star had attended his school and was abused there. ""The school has always treated its pupils with respect,"" Mr Fogarty said in a statement. McFadden makes specific references to the Christian Brothers in his song, but did not attend St Fintian\'s. Corporal punishment was outlawed in Irish schools in 1982 when McFadden was two years old.\n\nMcFadden, whose debut solo album is released next week, has said that every song is autobiographical and ""a true story"". Alcoholism and domestic violence are among the other topics dealt with in his songs, half of which have been written with Robbie Williams\' former collaborator, Guy Chambers. McFadden, who quit chart-topping group Westlife in March, went to number one in September with his first solo single Real To Me. He enjoyed 12 chart-toppers with the boy band before parting company with them.\n'",/Arts & Entertainment/Music & Audio/Pop Music,0.67000001668930054
"b'Kelly trails new discipline power\n\nTeachers could get more powers to remove unruly pupils from classes under a ""zero tolerance"" drive, Education Secretary Ruth Kelly has suggested.\n\nMs Kelly told the BBC progress had been made against severely disruptive children but parents were still worried about lower level problems. The minister also confirmed she received ""spiritual support"" from the Catholic movement Opus Dei. But she denied her faith meant she would refuse key government jobs.\n\nThe Conservatives have made school discipline one of their five priority areas in the run-up to the next general election. Ms Kelly is expected to announce her plans on the issue in the next fortnight. She told BBC One\'s Breakfast with Frost: ""It is really important to support head teachers and teachers in tackling disruption in the classroom. ""We have made huge progress on the really difficult cases, the pupils who have severely disruptive behaviour.\n\n""But quite rightly what teachers are concerned about and what parents are concerned about is that this lower level disruption that goes on in the classroom now is tackled. ""I would like to see the teacher being able to remove disruptive children from the classroom completely and have either alternative provision within the school or indeed off the school and may be working together with other schools in a particular area to provide that provision."" It is thought the plans may distinguish between excluding pupils from schools and taking them out of mainstream classes. Head teachers can currently exclude pupils who commit or threaten violence in school, who sexually abuse pupils or other people, who sell illegal drugs or who have persistent and malicious disruptive behaviour. Ms Kelly entered the Cabinet last month in the reshuffle forced by the resignation of the then Home Secretary David Blunkett. Her links to Opus Dei, which means ""Work of God"" in Latin, have provoked controversy.\n\nCritics say the organisation, which adheres strictly to Catholic teachings, is secretive and elitist but its members reject such claims. Asked if she was a member of the group, Ms Kelly said: ""I do have spiritual support from Opus Dei and that is right. ""But those are private spiritual matters and I\'m sure you\'ll respect that politicians are entitled to a private life."" She categorically denied reports that her beliefs on issues such as contraception would make her refuse to serve as a health or international development minister. Her collective responsibility as a Cabinet minister meant she also took responsibility for policies in those areas, she argued.\n\nThe government has yet to issue its official response to the Tomlinson review, which recommended absorbing existing exam qualifications into a diploma. Ms Kelly said reforms should build on GCSEs and A-levels. Her comments did not impress Tory shadow education secretary Tim Collins. ""Ruth Kelly wants to ditch the Tomlinson report on exam structures but has absolutely no idea what to put in its place,"" he said. ""She also talks of improving discipline but cannot make her mind up how. This is an all talk agenda that lets down children, teachers and parents.""\n'",/Jobs & Education/Education,0.67000001668930054
"b'No to Royal succession shake-up\n\nA Labour peer has withdrawn proposals to give female members of the Royal Family the same rights as males.\n\nThe legislation would have ended the right of male heirs with older sisters to succeed to the Crown. It would also have torn up ancient legislation banning heirs to the throne marrying Roman Catholics. But the government refused to back Lord Dubs\' Succession to the Crown Bill, saying it was too complex and raised too many constitutional issues.\n\nThe Lord Chancellor, Lord Falconer, agreed the 1701 Act of Settlement, which governs the succession, was discriminatory but added that ""for all practical purposes its effects are limited"".\n\nThe changes proposed by Lord Dubs were a ""complex and controversial undertaking raising major constitutional issues"", he said. Lord Falconer said there were 22 members of the Royal Family in the line of succession after the Prince of Wales - all of who were eligible to succeed and had been unaffected by the act. ""It is not a simple matter that can be tinkered with lightly. While we wish to remove all forms of discrimination... this isn\'t the proper form,"" he added.\n\nHe did not rule out change in the future but said if Lord Dubs\' private member\'s bill was passed by peers, he would urge MPs to oppose it in the Commons. Lord Dubs agreed to withdraw his bill after its second reading in the House of Lords, but urged the government to think again at a later stage. ""We cannot forever say we don\'t want to change things because it is too difficult,"" he told peers. During the debate, the Labour peer and former minister said: ""The monarchy should symbolise the values of this country. ""What we don\'t want is a situation where the values of the country have moved on and the monarchy is centuries behind the times. ""We are surely all opposed to discrimination on the grounds of gender and we are surely also opposed to discrimination against Catholics."" But opponents of the bill, including Tory Lord Campbell of Alloway and the Bishop of Winchester, the Rt Rev Michael Scott-Joynt, said it would separate the state from both the Church of England and the Christian faith. Such a ""secular"" state would be markedly ""less tolerant"", Rt Rev Scott-Joynt argued.\n'",/Law & Government/Government,0.67000001668930054
"b'Japanese growth grinds to a halt\n\nGrowth in Japan evaporated in the three months to September, sparking renewed concern about an economy not long out of a decade-long trough.\n\nOutput in the period grew just 0.1%, an annual rate of 0.3%. Exports - the usual engine of recovery - faltered, while domestic demand stayed subdued and corporate investment also fell short. The growth falls well short of expectations, but does mark a sixth straight quarter of expansion.\n\nThe economy had stagnated throughout the 1990s, experiencing only brief spurts of expansion amid long periods in the doldrums. One result was deflation - prices falling rather than rising - which made Japanese shoppers cautious and kept them from spending.\n\nThe effect was to leave the economy more dependent than ever on exports for its recent recovery. But high oil prices have knocked 0.2% off the growth rate, while the falling dollar means products shipped to the US are becoming relatively more expensive.\n\nThe performance for the third quarter marks a sharp downturn from earlier in the year. The first quarter showed annual growth of 6.3%, with the second showing 1.1%, and economists had been predicting as much as 2% this time around. ""Exports slowed while capital spending became weaker,"" said Hiromichi Shirakawa, chief economist at UBS Securities in Tokyo. ""Personal consumption looks good, but it was mainly due to temporary factors such as the Olympics. ""The amber light is flashing."" The government may now find it more difficult to raise taxes, a policy it will have to implement when the economy picks up to help deal with Japan\'s massive public debt.\n'",/Business & Industrial,0.92000001668930054
"b""Poppins musical gets flying start\n\nThe stage adaptation of children's film Mary Poppins has had its opening night in London's West End.\n\nSir Cameron Mackintosh's lavish production, which has cost \xc2\xa39m to bring to the stage, was given a 10-minute standing ovation. Lead actress Laura Michelle Kelly soared over the heads of the audience holding the nanny's trademark umbrella. Technical hitches had prevented Mary Poppins' flight into the auditorium during preview performances. A number of celebrities turned out for the musical's premiere, including actress Barbara Windsor, comic Graham Norton and Sir Richard Attenborough.\n\nThe show's director Richard Eyre issued a warning earlier in the week that the show was unsuitable for children under seven, while under-threes are barred. Mary Poppins was originally created by author Pamela Travers, who is said to have cried when she saw Disney's 1964 film starring Julie Andrews. Travers had intended the story to be a lot darker than the perennial family favourite. Theatre impresario Sir Cameron Mackintosh has said he hopes the musical is a blend of the sweet-natured film and the original book.\n""",/Arts & Entertainment/Performing Arts,0.92000001668930054
"b'Hanks greeted at wintry premiere\n\nHollywood star Tom Hanks was in London\'s Leicester Square for the UK premiere of Polar Express.\n\nThe West End landmark was turned into a festive landscape complete with snow and carol singers to celebrate the arrival of the animated film. ""This is Leicester Square like you\'ve never seen it before,"" said Hanks, who plays five roles in the movie. Polar Express is based on a children\'s book which tells the story of a young boy\'s journey to meet Santa Claus. The 48-year-old actor crossed a three-metre high bridge built in the square, which he said was ""almost impossible to get across"". Hundreds of fans greeted the star, all wearing Santa hats, and mince pies were on offer. Hanks said that the new film has an ""elegant message"". ""Christmas is a special time of the year and you get out of it what you put into it,"" added the two-time Academy Award winner.\n\n""I believe in the spirit of Christmas and I think that\'s embodied in Santa Claus,"" he said. Polar Express uses technology similar to that used in Lord of the Rings to bring Gollum to life. The ""performance capture"" technique enables Hanks to play a number of roles, including the eight-year-old boy who is at the centre of the story, and Father Christmas. It is directed by Robert Zemeckis, who has previously worked with Hanks on Forrest Gump and Castaway.\n'",/Arts & Entertainment/Movies,0.92000001668930054
"b'Mumbai bombs movie postponed\n\nThe release of a film about the Mumbai (Bombay) blasts in 1993 has been postponed following protests by those on trial for the bombings.\n\nInvestigating the blasts which killed more than 250 people and wounded 1,000, the film Black Friday had been due to open across India on Friday. But 36 people accused in connection with the blasts said it should not be screened until the trial is over. Mumbai High Court postponed the film\'s launch until 3 February.\n\nBlack Friday is based upon the novel of the same name written by journalist S Hussain Zaidi, which looks at the 15 explosions which rocked Mumbai on 12 March 1993. Director Anurag Kashyap said the film\'s release should not be delayed as the book has already been on sale for two years. ""If you have not gone against the book, then how can you go against the movie?"" Mr Kashyap\'s lawyer Mihir Desai said. This is the second time that those accused in connection with the blasts have sought legal intervention regarding the film.\n\nThey previously asked that a line from the movie\'s poster, which claimed the film portrayed ""the true story of the Bombay bomb blasts"", be removed. Their lawyer, Majeed Memon, said: ""We had argued that how can a film say it is telling the true story when the court itself is struggling to find the truth? ""So we said they should remove the line from their promotional posters and they did give us an assurance that they would do so."" The Mumbai bombings case is one of India\'s longest-running trials. A special court was set up to hear the case and regular hearings have taken place there for the last nine years, with more than six hundred witnesses questioned.\n'",/Arts & Entertainment/Movies,0.92000001668930054
"b'Director Nair\'s Vanity project\n\nIndian film director Mira Nair has said she was thrilled to be given the chance to make William Makepeace Thackeray\'s novel Vanity Fair - as the book has been a favourite through her life.\n\nThe book is one of the classics of English literature - the story of scheming 19th Century social climber Becky Sharp, played in the film by Reese Witherspoon. Nair said that she jumped at the chance to work on the film, which she has - controversially - made in a Bollywood style, including two song-and-dance routines in the film\'s second half. ""It was serendipity really - I was offered Vanity Fair by the studio Focus Features, who had distributed Monsoon Wedding,"" Nair told BBC World Service\'s Masterpiece programme. ""They offered me their next-best thing, not realising that Vanity Fair had actually been one of my favourite novels since I was 16 years old in an Irish Catholic boarding school in India.""\n\nSince her 1988 debut feature Salaam Bombay! - nominated for the Best Foreign Language Oscar and winner of Best First Feature at Cannes - Nair has become one of India\'s most famous and respected directors. She is not restricted to Bollywood, however - she followed Salaam Bombay! with Mississippi Masala, starring Denzel Washington, and The Perez Family, her first Hollywood film.\n\nHer career peaked with Monsoon Wedding in 2001, which won the Golden Lion award at Venice. Nair\'s Indian-style adaptation of Vanity Fair, however, has been attacked by critics in the US - where it only reached number eight at the box office in its opening week - who described the Bollywood elements as ""jarring."" The film has a new ending, with Becky Sharp running off for a new life in India. But Nair said that her film had picked up on the way Thackeray - who was born in India but moved to England as a young man - had seen the world. ""First, when I was 16, it was Becky Sharp, who is a completely memorable character, because I recognised myself in her - I recognised all the ladies who did not want to be ladies, who wanted to buck the system that they were in,"" she said. ""But it was the sort of novel I somehow kept at the side of my bed for many years, and I would dip into every now and then and suddenly get completely mesmerised again. ""As I got older and read it, I think it was Thackeray\'s clarity - his clear-sightedness about his own society, the fact that he was born in India but came to England as a young man - that gave him the eyes of an outsider, and yet he was an insider. ""That perspective was something I really loved.""\n\nNair also defended her decision to cast an American actress - Reese Witherspoon - as Becky Sharp, despite the fact that all the rest of the cast are British or Irish. ""I cast intuitively - in my films I cast as many non-actors as I cast actors,"" she said. ""For me, it is intuition - I have to fall in love with an actor. It is a visceral response.\n\n""Thackeray describes Becky Sharp as a minx. Also she\'s described as someone who\'s tiny, red-headed and thin. Reese had that completely minx-like irresistibility about her."" Having won the role because she seemed physically perfectly suited to the part, however, Witherspoon then became pregnant. But Nair said that, though this had created the need for some filming tricks, it had in fact also helped the film. ""It was a self-fulfilling prophesy - when I first met her husband [actor Ryan Philippe], I said \'knock her up, won\'t you, I need some flesh on the girl\',"" she joked. ""I\'m not a fan of the underfed Los Angeles actor at all. This was, for me, about Becky Sharp being, eventually, a full-blown woman through the course of the film. ""I love the luminosity that pregnancy brings, I love the fleshiness, I love the ample bosom - it gave me much more to play with."" Nair explained how camera tricks had been used to disguise Witherspoon\'s ""bump"" in various scenes - including hiring a number of young boys in costumes to stand in front of her. ""She runs, she gets off coal carts, she jumps off horses - she does everything,"" Nair said. ""But there\'s also a certain carriage with horses that is going to wipe the screen at a certain moment, because of the bump.""\n'",/Arts & Entertainment/Movies,0.92000001668930054
"b'Godzilla gets Hollywood fame star\n\nMovie monster Godzilla has received a star on Hollywood\'s Walk of Fame, honouring both his 50th birthday and the launch of his 28th film.\n\nAn actor dressed as the giant creature breathed smoke over photographers on Monday as Godzilla received the 2,271st star on Hollywood Boulevard. ""Godzilla should thank you for this historical and monumental star,"" said Final Wars producer Shogo Tomiyama. ""But unfortunately, he cannot speak English,"" he added. Hollywood\'s honorary mayor, Johnny Grant, said: ""I do hereby proclaim this Godzilla Day in Hollywood.\n\n""He\'s loose, he\'s wild, and I\'m getting the hell out of here,"" he added. The premiere of Godzilla: Final Wars at Grauman\'s Chinese Theatre followed the ceremony on Hollywood Boulevard. The monster was joined by co-stars including Japanese pop star and actor Masahiro Matsuoka. Director Ryuhei Kitamura said it may not be Godzilla\'s final outing, as it has been billed. ""That\'s what the producers say. But the producer\'s a liar,"" he said. ""[Godzilla\'s] been working for the last 50 years. So, I think Godzilla just deserves a vacation."" And producer Shogo Tomiyama added: ""So long as Godzilla can fascinate people, I believe he will be resurrected by new generations of filmmakers in the future."" Godzilla first appeared in 1954 as a prehistoric lizard woken by atomic bomb tests.\n'",/Arts & Entertainment/Movies,0.92000001668930054
