LAUS_code,state_fips,county_fips,county_state,year,labor_force,employed,unemployed,unemployment_rate
CN3003100000000,30,031,"Gallatin County, MT",2005,46635,45252,1383,3
CN3003300000000,30,033,"Garfield County, MT",2005,642,617,25,3.9
CN3003500000000,30,035,"Glacier County, MT",2005,5846,5417,429,7.3
CN3003700000000,30,037,"Golden Valley County, MT",2005,537,512,25,4.7
CN3003900000000,30,039,"Granite County, MT",2005,1230,1161,69,5.6
CN3004100000000,30,041,"Hill County, MT",2005,7846,7513,333,4.2
CN3004300000000,30,043,"Jefferson County, MT",2005,5593,5371,222,4
CN3004500000000,30,045,"Judith Basin County, MT",2005,1070,1022,48,4.5
CN3004700000000,30,047,"Lake County, MT",2005,11550,10919,631,5.5
CN3004900000000,30,049,"Lewis and Clark County, MT",2005,30821,29666,1155,3.7
CN3005100000000,30,051,"Liberty County, MT",2005,871,832,39,4.5
CN3005300000000,30,053,"Lincoln County, MT",2005,7734,7094,640,8.3
CN3005500000000,30,055,"McCone County, MT",2005,1014,980,34,3.4
CN3005700000000,30,057,"Madison County, MT",2005,3825,3693,132,3.5
CN3005900000000,30,059,"Meagher County, MT",2005,941,898,43,4.6
CN3006100000000,30,061,"Mineral County, MT",2005,1944,1833,111,5.7
CN3006300000000,30,063,"Missoula County, MT",2005,57854,55715,2139,3.7
CN3006500000000,30,065,"Musselshell County, MT",2005,2084,1975,109,5.2
CN3006700000000,30,067,"Park County, MT",2005,9002,8646,356,4
CN3006900000000,30,069,"Petroleum County, MT",2005,226,215,11,4.9
CN3007100000000,30,071,"Phillips County, MT",2005,2073,1988,85,4.1
CN3007300000000,30,073,"Pondera County, MT",2005,2719,2588,131,4.8
CN3007500000000,30,075,"Powder River County, MT",2005,916,882,34,3.7
CN3007700000000,30,077,"Powell County, MT",2005,2661,2501,160,6
CN3007900000000,30,079,"Prairie County, MT",2005,552,526,26,4.7
CN3008100000000,30,081,"Ravalli County, MT",2005,18405,17504,901,4.9
CN3008300000000,30,083,"Richland County, MT",2005,5078,4911,167,3.3
CN3008500000000,30,085,"Roosevelt County, MT",2005,4000,3745,255,6.4
CN3008700000000,30,087,"Rosebud County, MT",2005,4028,3800,228,5.7
CN3008900000000,30,089,"Sanders County, MT",2005,4542,4245,297,6.5
CN3009100000000,30,091,"Sheridan County, MT",2005,1764,1702,62,3.5
CN3009300000000,30,093,"Silver Bow County, MT",2005,17238,16509,729,4.2
CN3009500000000,30,095,"Stillwater County, MT",2005,4384,4240,144,3.3
CN3009700000000,30,097,"Sweet Grass County, MT",2005,2745,2689,56,2
CN3009900000000,30,099,"Teton County, MT",2005,3004,2900,104,3.5
CN3010100000000,30,101,"Toole County, MT",2005,2534,2453,81,3.2
CN3010300000000,30,103,"Treasure County, MT",2005,407,391,16,3.9
CN3010500000000,30,105,"Valley County, MT",2005,3625,3482,143,3.9
CN3010700000000,30,107,"Wheatland County, MT",2005,1022,981,41,4
CN3010900000000,30,109,"Wibaux County, MT",2005,493,476,17,3.4
CN3011100000000,30,111,"Yellowstone County, MT",2005,78536,75934,2602,3.3
CN3100100000000,31,001,"Adams County, NE",2005,17024,16449,575,3.4
CN3100300000000,31,003,"Antelope County, NE",2005,3858,3729,129,3.3
CN3100500000000,31,005,"Arthur County, NE",2005,257,247,10,3.9
CN3100700000000,31,007,"Banner County, NE",2005,388,377,11,2.8
CN3100900000000,31,009,"Blaine County, NE",2005,285,274,11,3.9
CN3101100000000,31,011,"Boone County, NE",2005,3165,3058,107,3.4
CN3101300000000,31,013,"Box Butte County, NE",2005,5613,5392,221,3.9
CN3101500000000,31,015,"Boyd County, NE",2005,1134,1093,41,3.6
CN3101700000000,31,017,"Brown County, NE",2005,1923,1861,62,3.2
CN3101900000000,31,019,"Buffalo County, NE",2005,27029,26283,746,2.8
CN3102100000000,31,021,"Burt County, NE",2005,3873,3683,190,4.9
CN3102300000000,31,023,"Butler County, NE",2005,4694,4524,170,3.6
CN3102500000000,31,025,"Cass County, NE",2005,14013,13440,573,4.1
CN3102700000000,31,027,"Cedar County, NE",2005,4988,4853,135,2.7
CN3102900000000,31,029,"Chase County, NE",2005,2139,2080,59,2.8
CN3103100000000,31,031,"Cherry County, NE",2005,3693,3606,87,2.4
CN3103300000000,31,033,"Cheyenne County, NE",2005,5276,5126,150,2.8
CN3103500000000,31,035,"Clay County, NE",2005,3242,3123,119,3.7
CN3103700000000,31,037,"Colfax County, NE",2005,5847,5684,163,2.8
CN3103900000000,31,039,"Cuming County, NE",2005,5351,5191,160,3
CN3104100000000,31,041,"Custer County, NE",2005,6226,6048,178,2.9
CN3104300000000,31,043,"Dakota County, NE",2005,10527,10032,495,4.7
CN3104500000000,31,045,"Dawes County, NE",2005,4756,4604,152,3.2
CN3104700000000,31,047,"Dawson County, NE",2005,12291,11758,533,4.3
CN3104900000000,31,049,"Deuel County, NE",2005,1090,1056,34,3.1
CN3105100000000,31,051,"Dixon County, NE",2005,3144,3021,123,3.9
CN3105300000000,31,053,"Dodge County, NE",2005,19674,18817,857,4.4
CN3105500000000,31,055,"Douglas County, NE",2005,266012,254198,11814,4.4
CN3105700000000,31,057,"Dundy County, NE",2005,1110,1065,45,4.1
CN3105900000000,31,059,"Fillmore County, NE",2005,3355,3249,106,3.2
CN3106100000000,31,061,"Franklin County, NE",2005,1893,1829,64,3.4
CN3106300000000,31,063,"Frontier County, NE",2005,1784,1740,44,2.5
CN3106500000000,31,065,"Furnas County, NE",2005,2546,2453,93,3.7
CN3106700000000,31,067,"Gage County, NE",2005,12830,12265,565,4.4
CN3106900000000,31,069,"Garden County, NE",2005,1056,1025,31,2.9
CN3107100000000,31,071,"Garfield County, NE",2005,1068,1036,32,3
CN3107300000000,31,073,"Gosper County, NE",2005,1057,1021,36,3.4
CN3107500000000,31,075,"Grant County, NE",2005,424,413,11,2.6
CN3107700000000,31,077,"Greeley County, NE",2005,1386,1336,50,3.6
CN3107900000000,31,079,"Hall County, NE",2005,30122,28977,1145,3.8
CN3108100000000,31,081,"Hamilton County, NE",2005,5438,5292,146,2.7
CN3108300000000,31,083,"Harlan County, NE",2005,1793,1736,57,3.2
CN3108500000000,31,085,"Hayes County, NE",2005,514,496,18,3.5
CN3108700000000,31,087,"Hitchcock County, NE",2005,1488,1433,55,3.7
CN3108900000000,31,089,"Holt County, NE",2005,6217,6028,189,3
CN3109100000000,31,091,"Hooker County, NE",2005,450,436,14,3.1
CN3109300000000,31,093,"Howard County, NE",2005,3687,3556,131,3.6
CN3109500000000,31,095,"Jefferson County, NE",2005,4363,4196,167,3.8
CN3109700000000,31,097,"Johnson County, NE",2005,3139,3027,112,3.6
CN3109900000000,31,099,"Kearney County, NE",2005,3891,3781,110,2.8
CN3110100000000,31,101,"Keith County, NE",2005,4782,4628,154,3.2
CN3110300000000,31,103,"Keya Paha County, NE",2005,434,420,14,3.2
CN3110500000000,31,105,"Kimball County, NE",2005,2137,2075,62,2.9
CN3110700000000,31,107,"Knox County, NE",2005,4886,4720,166,3.4
CN3110900000000,31,109,"Lancaster County, NE",2005,155978,150505,5473,3.5
CN3111100000000,31,111,"Lincoln County, NE",2005,21072,20346,726,3.4
CN3111300000000,31,113,"Logan County, NE",2005,447,436,11,2.5
CN3111500000000,31,115,"Loup County, NE",2005,339,324,15,4.4
CN3111700000000,31,117,"McPherson County, NE",2005,291,285,6,2.1
CN3111900000000,31,119,"Madison County, NE",2005,20296,19483,813,4
CN3112100000000,31,121,"Merrick County, NE",2005,4289,4133,156,3.6
CN3112300000000,31,123,"Morrill County, NE",2005,2813,2726,87,3.1
CN3112500000000,31,125,"Nance County, NE",2005,2025,1948,77,3.8
CN3112700000000,31,127,"Nemaha County, NE",2005,3563,3404,159,4.5
CN3112900000000,31,129,"Nuckolls County, NE",2005,2415,2336,79,3.3
CN3113100000000,31,131,"Otoe County, NE",2005,8781,8435,346,3.9
CN3113300000000,31,133,"Pawnee County, NE",2005,1632,1574,58,3.6
CN3113500000000,31,135,"Perkins County, NE",2005,1587,1547,40,2.5
CN3113700000000,31,137,"Phelps County, NE",2005,5229,5082,147,2.8
CN3113900000000,31,139,"Pierce County, NE",2005,4265,4116,149,3.5
CN3114100000000,31,141,"Platte County, NE",2005,17128,16500,628,3.7
CN3114300000000,31,143,"Polk County, NE",2005,3049,2951,98,3.2
CN3114500000000,31,145,"Red Willow County, NE",2005,6016,5809,207,3.4
CN3114700000000,31,147,"Richardson County, NE",2005,4389,4192,197,4.5
CN3114900000000,31,149,"Rock County, NE",2005,936,909,27,2.9
CN3115100000000,31,151,"Saline County, NE",2005,8321,8044,277,3.3
CN3115300000000,31,153,"Sarpy County, NE",2005,72957,70497,2460,3.4
CN3115500000000,31,155,"Saunders County, NE",2005,11151,10716,435,3.9
CN3115700000000,31,157,"Scotts Bluff County, NE",2005,19077,18284,793,4.2
CN3115900000000,31,159,"Seward County, NE",2005,9249,8960,289,3.1
CN3116100000000,31,161,"Sheridan County, NE",2005,3224,3137,87,2.7
CN3116300000000,31,163,"Sherman County, NE",2005,1910,1838,72,3.8
CN3116500000000,31,165,"Sioux County, NE",2005,772,750,22,2.8
CN3116700000000,31,167,"Stanton County, NE",2005,3739,3624,115,3.1
CN3116900000000,31,169,"Thayer County, NE",2005,2984,2894,90,3
CN3117100000000,31,171,"Thomas County, NE",2005,413,399,14,3.4
CN3117300000000,31,173,"Thurston County, NE",2005,3000,2768,232,7.7
CN3117500000000,31,175,"Valley County, NE",2005,2510,2423,87,3.5
CN3117700000000,31,177,"Washington County, NE",2005,11166,10798,368,3.3
CN3117900000000,31,179,"Wayne County, NE",2005,5473,5309,164,3
CN3118100000000,31,181,"Webster County, NE",2005,2010,1938,72,3.6
CN3118300000000,31,183,"Wheeler County, NE",2005,472,459,13,2.8
CN3118500000000,31,185,"York County, NE",2005,8436,8200,236,2.8
CN3200100000000,32,001,"Churchill County, NV",2005,12468,11978,490,3.9
CN3200300000000,32,003,"Clark County, NV",2005,872522,836675,35847,4.1
CN3200500000000,32,005,"Douglas County, NV",2005,22081,21083,998,4.5
CN3200700000000,32,007,"Elko County, NV",2005,23614,22772,842,3.6
CN3200900000000,32,009,"Esmeralda County, NV",2005,460,438,22,4.8
CN3201100000000,32,011,"Eureka County, NV",2005,674,652,22,3.3
CN3201300000000,32,013,"Humboldt County, NV",2005,7821,7537,284,3.6
CN3201500000000,32,015,"Lander County, NV",2005,2712,2613,99,3.7
CN3201700000000,32,017,"Lincoln County, NV",2005,1569,1490,79,5
CN3201900000000,32,019,"Lyon County, NV",2005,20435,19273,1162,5.7
CN3202100000000,32,021,"Mineral County, NV",2005,2096,1976,120,5.7
CN3202300000000,32,023,"Nye County, NV",2005,16377,15467,910,5.6
CN3202700000000,32,027,"Pershing County, NV",2005,2430,2313,117,4.8
CN3202900000000,32,029,"Storey County, NV",2005,2274,2176,98,4.3
CN3203100000000,32,031,"Washoe County, NV",2005,209290,200942,8348,4
CN3203300000000,32,033,"White Pine County, NV",2005,4322,4152,170,3.9
CN3251000000000,32,510,"Carson City, NV",2005,27307,26053,1254,4.6
CN3300100000000,33,001,"Belknap County, NH",2005,31929,30840,1089,3.4
CN3300300000000,33,003,"Carroll County, NH",2005,24961,24099,862,3.5
CN3300500000000,33,005,"Cheshire County, NH",2005,41907,40546,1361,3.2
CN3300700000000,33,007,"Coos County, NH",2005,16669,15972,697,4.2
CN3300900000000,33,009,"Grafton County, NH",2005,46784,45430,1354,2.9
CN3301100000000,33,011,"Hillsborough County, NH",2005,226270,217875,8395,3.7
CN3301300000000,33,013,"Merrimack County, NH",2005,78148,75635,2513,3.2
CN3301500000000,33,015,"Rockingham County, NH",2005,170959,163753,7206,4.2
CN3301700000000,33,017,"Strafford County, NH",2005,66533,64239,2294,3.4
CN3301900000000,33,019,"Sullivan County, NH",2005,21946,21285,661,3
CN3400100000000,34,001,"Atlantic County, NJ",2005,136168,128943,7225,5.3
CN3400300000000,34,003,"Bergen County, NJ",2005,465404,448149,17255,3.7
CN3400500000000,34,005,"Burlington County, NJ",2005,237705,228613,9092,3.8
CN3400700000000,34,007,"Camden County, NJ",2005,262461,249972,12489,4.8
CN3400900000000,34,009,"Cape May County, NJ",2005,57631,53860,3771,6.5
CN3401100000000,34,011,"Cumberland County, NJ",2005,69003,64624,4379,6.3
CN3401300000000,34,013,"Essex County, NJ",2005,360409,340299,20110,5.6
CN3401500000000,34,015,"Gloucester County, NJ",2005,147948,141518,6430,4.3
CN3401700000000,34,017,"Hudson County, NJ",2005,287171,271634,15537,5.4
CN3401900000000,34,019,"Hunterdon County, NJ",2005,71042,68837,2205,3.1
CN3402100000000,34,021,"Mercer County, NJ",2005,193540,186026,7514,3.9
CN3402300000000,34,023,"Middlesex County, NJ",2005,414326,396968,17358,4.2
CN3402500000000,34,025,"Monmouth County, NJ",2005,322851,309736,13115,4.1
CN3402700000000,34,027,"Morris County, NJ",2005,266789,258144,8645,3.2
CN3402900000000,34,029,"Ocean County, NJ",2005,248642,237140,11502,4.6
CN3403100000000,34,031,"Passaic County, NJ",2005,234588,221797,12791,5.5
CN3403300000000,34,033,"Salem County, NJ",2005,31202,29697,1505,4.8
CN3403500000000,34,035,"Somerset County, NJ",2005,174391,168477,5914,3.4
CN3403700000000,34,037,"Sussex County, NJ",2005,82904,79680,3224,3.9
CN3403900000000,34,039,"Union County, NJ",2005,264616,252068,12548,4.7
CN3404100000000,34,041,"Warren County, NJ",2005,58514,56216,2298,3.9
CN3500100000000,35,001,"Bernalillo County, NM",2005,301683,287222,14461,4.8
CN3500300000000,35,003,"Catron County, NM",2005,1423,1327,96,6.7
CN3500500000000,35,005,"Chaves County, NM",2005,25773,24258,1515,5.9
CN3500600000000,35,006,"Cibola County, NM",2005,12058,11373,685,5.7
CN3500700000000,35,007,"Colfax County, NM",2005,6734,6373,361,5.4
CN3500900000000,35,009,"Curry County, NM",2005,20450,19583,867,4.2
CN3501100000000,35,011,"De Baca County, NM",2005,823,775,48,5.8
CN3501300000000,35,013,"Dona Ana County, NM",2005,83973,79142,4831,5.8
CN3501500000000,35,015,"Eddy County, NM",2005,24258,23116,1142,4.7
CN3501700000000,35,017,"Grant County, NM",2005,11841,11121,720,6.1
CN3501900000000,35,019,"Guadalupe County, NM",2005,1708,1579,129,7.6
CN3502100000000,35,021,"Harding County, NM",2005,374,358,16,4.3
CN3502300000000,35,023,"Hidalgo County, NM",2005,2418,2295,123,5.1
CN3502500000000,35,025,"Lea County, NM",2005,25433,24365,1068,4.2
CN3502700000000,35,027,"Lincoln County, NM",2005,10664,10179,485,4.5
CN3502800000000,35,028,"Los Alamos County, NM",2005,11364,11051,313,2.8
CN3502900000000,35,029,"Luna County, NM",2005,12420,10783,1637,13.2
CN3503100000000,35,031,"McKinley County, NM",2005,26602,24798,1804,6.8
CN3503300000000,35,033,"Mora County, NM",2005,2043,1809,234,11.5
CN3503500000000,35,035,"Otero County, NM",2005,26459,25131,1328,5
CN3503700000000,35,037,"Quay County, NM",2005,3900,3689,211,5.4
CN3503900000000,35,039,"Rio Arriba County, NM",2005,20631,19367,1264,6.1
CN3504100000000,35,041,"Roosevelt County, NM",2005,9333,8971,362,3.9
CN3504300000000,35,043,"Sandoval County, NM",2005,49509,46869,2640,5.3
CN3504500000000,35,045,"San Juan County, NM",2005,53743,50820,2923,5.4
CN3504700000000,35,047,"San Miguel County, NM",2005,13202,12371,831,6.3
CN3504900000000,35,049,"Santa Fe County, NM",2005,75674,72504,3170,4.2
CN3505100000000,35,051,"Sierra County, NM",2005,5379,5085,294,5.5
CN3505300000000,35,053,"Socorro County, NM",2005,9234,8815,419,4.5
CN3505500000000,35,055,"Taos County, NM",2005,17198,16029,1169,6.8
CN3505700000000,35,057,"Torrance County, NM",2005,7506,7085,421,5.6
CN3505900000000,35,059,"Union County, NM",2005,1900,1830,70,3.7
CN3506100000000,35,061,"Valencia County, NM",2005,30296,28650,1646,5.4
CN3600100000000,36,001,"Albany County, NY",2005,159158,152920,6238,3.9
CN3600300000000,36,003,"Allegany County, NY",2005,23520,22147,1373,5.8
CN3600500000000,36,005,"Bronx County, NY",2005,506727,469271,37456,7.4
CN3600700000000,36,007,"Broome County, NY",2005,96232,91515,4717,4.9
CN3600900000000,36,009,"Cattaraugus County, NY",2005,42100,39827,2273,5.4
CN3601100000000,36,011,"Cayuga County, NY",2005,41843,39804,2039,4.9
CN3601300000000,36,013,"Chautauqua County, NY",2005,67109,63878,3231,4.8
CN3601500000000,36,015,"Chemung County, NY",2005,40572,38409,2163,5.3
CN3601700000000,36,017,"Chenango County, NY",2005,24277,23074,1203,5
CN3601900000000,36,019,"Clinton County, NY",2005,39995,37885,2110,5.3
CN3602100000000,36,021,"Columbia County, NY",2005,31983,30746,1237,3.9
CN3602300000000,36,023,"Cortland County, NY",2005,23924,22625,1299,5.4
CN3602500000000,36,025,"Delaware County, NY",2005,23512,22474,1038,4.4
CN3602700000000,36,027,"Dutchess County, NY",2005,146915,141149,5766,3.9
CN3602900000000,36,029,"Erie County, NY",2005,471986,447446,24540,5.2
CN3603100000000,36,031,"Essex County, NY",2005,18729,17724,1005,5.4
CN3603300000000,36,033,"Franklin County, NY",2005,22538,21214,1324,5.9
CN3603500000000,36,035,"Fulton County, NY",2005,26955,25451,1504,5.6
CN3603700000000,36,037,"Genesee County, NY",2005,33085,31489,1596,4.8
CN3603900000000,36,039,"Greene County, NY",2005,23740,22590,1150,4.8
CN3604100000000,36,041,"Hamilton County, NY",2005,3166,2993,173,5.5
CN3604300000000,36,043,"Herkimer County, NY",2005,31654,29982,1672,5.3
CN3604500000000,36,045,"Jefferson County, NY",2005,47080,44184,2896,6.2
CN3604700000000,36,047,"Kings County, NY",2005,1069846,1004675,65171,6.1
CN3604900000000,36,049,"Lewis County, NY",2005,12723,11962,761,6
CN3605100000000,36,051,"Livingston County, NY",2005,32854,31218,1636,5
CN3605300000000,36,053,"Madison County, NY",2005,36089,34227,1862,5.2
CN3605500000000,36,055,"Monroe County, NY",2005,376131,359008,17123,4.6
CN3605700000000,36,057,"Montgomery County, NY",2005,24673,23354,1319,5.3
CN3605900000000,36,059,"Nassau County, NY",2005,689225,661345,27880,4
CN3606100000000,36,061,"New York County, NY",2005,902418,857939,44479,4.9
CN3606300000000,36,063,"Niagara County, NY",2005,111654,105435,6219,5.6
CN3606500000000,36,065,"Oneida County, NY",2005,111166,105858,5308,4.8
CN3606700000000,36,067,"Onondaga County, NY",2005,233547,223026,10521,4.5
CN3606900000000,36,069,"Ontario County, NY",2005,56792,54232,2560,4.5
CN3607100000000,36,071,"Orange County, NY",2005,177486,169965,7521,4.2
CN3607300000000,36,073,"Orleans County, NY",2005,19949,18824,1125,5.6
CN3607500000000,36,075,"Oswego County, NY",2005,60210,56465,3745,6.2
CN3607700000000,36,077,"Otsego County, NY",2005,31923,30483,1440,4.5
CN3607900000000,36,079,"Putnam County, NY",2005,56031,53941,2090,3.7
CN3608100000000,36,081,"Queens County, NY",2005,1089621,1033838,55783,5.1
CN3608300000000,36,083,"Rensselaer County, NY",2005,83762,80248,3514,4.2
CN3608500000000,36,085,"Richmond County, NY",2005,231368,219483,11885,5.1
CN3608700000000,36,087,"Rockland County, NY",2005,151127,145097,6030,4
CN3608900000000,36,089,"St. Lawrence County, NY",2005,49138,46153,2985,6.1
CN3609100000000,36,091,"Saratoga County, NY",2005,119905,115513,4392,3.7
CN3609300000000,36,093,"Schenectady County, NY",2005,75359,72205,3154,4.2
CN3609500000000,36,095,"Schoharie County, NY",2005,15847,15044,803,5.1
CN3609700000000,36,097,"Schuyler County, NY",2005,9876,9335,541,5.5
CN3609900000000,36,099,"Seneca County, NY",2005,17327,16519,808,4.7
CN3610100000000,36,101,"Steuben County, NY",2005,44571,42040,2531,5.7
CN3610300000000,36,103,"Suffolk County, NY",2005,777197,744496,32701,4.2
CN3610500000000,36,105,"Sullivan County, NY",2005,35137,33428,1709,4.9
CN3610700000000,36,107,"Tioga County, NY",2005,26295,25050,1245,4.7
CN3610900000000,36,109,"Tompkins County, NY",2005,54567,52614,1953,3.6
CN3611100000000,36,111,"Ulster County, NY",2005,91759,87759,4000,4.4
CN3611300000000,36,113,"Warren County, NY",2005,35450,33825,1625,4.6
CN3611500000000,36,115,"Washington County, NY",2005,32123,30683,1440,4.5
CN3611700000000,36,117,"Wayne County, NY",2005,48959,46552,2407,4.9
CN3611900000000,36,119,"Westchester County, NY",2005,482182,462826,19356,4
CN3612100000000,36,121,"Wyoming County, NY",2005,21419,20291,1128,5.3
CN3612300000000,36,123,"Yates County, NY",2005,12988,12427,561,4.3
CN3700100000000,37,001,"Alamance County, NC",2005,69250,64805,4445,6.4
CN3700300000000,37,003,"Alexander County, NC",2005,18368,17305,1063,5.8
CN3700500000000,37,005,"Alleghany County, NC",2005,4910,4619,291,5.9
CN3700700000000,37,007,"Anson County, NC",2005,10656,9811,845,7.9
CN3700900000000,37,009,"Ashe County, NC",2005,12857,12069,788,6.1
CN3701100000000,37,011,"Avery County, NC",2005,8020,7561,459,5.7
CN3701300000000,37,013,"Beaufort County, NC",2005,20362,18969,1393,6.8
CN3701500000000,37,015,"Bertie County, NC",2005,8844,8173,671,7.6
CN3701700000000,37,017,"Bladen County, NC",2005,15576,14352,1224,7.9
CN3701900000000,37,019,"Brunswick County, NC",2005,43130,40826,2304,5.3
CN3702100000000,37,021,"Buncombe County, NC",2005,115887,110493,5394,4.7
CN3702300000000,37,023,"Burke County, NC",2005,41767,38946,2821,6.8
CN3702500000000,37,025,"Cabarrus County, NC",2005,77678,73848,3830,4.9
CN3702700000000,37,027,"Caldwell County, NC",2005,40060,36579,3481,8.7
CN3702900000000,37,029,"Camden County, NC",2005,4401,4210,191,4.3
CN3703100000000,37,031,"Carteret County, NC",2005,32469,30862,1607,4.9
CN3703300000000,37,033,"Caswell County, NC",2005,10679,9795,884,8.3
CN3703500000000,37,035,"Catawba County, NC",2005,77477,72357,5120,6.6
CN3703700000000,37,037,"Chatham County, NC",2005,30955,29622,1333,4.3
CN3703900000000,37,039,"Cherokee County, NC",2005,10503,9830,673,6.4
CN3704100000000,37,041,"Chowan County, NC",2005,7024,6656,368,5.2
CN3704300000000,37,043,"Clay County, NC",2005,4532,4328,204,4.5
CN3704500000000,37,045,"Cleveland County, NC",2005,47833,44281,3552,7.4
CN3704700000000,37,047,"Columbus County, NC",2005,23883,22255,1628,6.8
CN3704900000000,37,049,"Craven County, NC",2005,41075,39014,2061,5
CN3705100000000,37,051,"Cumberland County, NC",2005,128097,120696,7401,5.8
CN3705300000000,37,053,"Currituck County, NC",2005,12133,11738,395,3.3
CN3705500000000,37,055,"Dare County, NC",2005,22670,21536,1134,5
CN3705700000000,37,057,"Davidson County, NC",2005,78921,73872,5049,6.4
CN3705900000000,37,059,"Davie County, NC",2005,19956,19053,903,4.5
CN3706100000000,37,061,"Duplin County, NC",2005,23845,22309,1536,6.4
CN3706300000000,37,063,"Durham County, NC",2005,130799,124730,6069,4.6
CN3706500000000,37,065,"Edgecombe County, NC",2005,24456,22260,2196,9
CN3706700000000,37,067,"Forsyth County, NC",2005,169250,160752,8498,5
CN3706900000000,37,069,"Franklin County, NC",2005,26166,24836,1330,5.1
CN3707100000000,37,071,"Gaston County, NC",2005,96839,90541,6298,6.5
CN3707300000000,37,073,"Gates County, NC",2005,4950,4733,217,4.4
CN3707500000000,37,075,"Graham County, NC",2005,4073,3772,301,7.4
CN3707700000000,37,077,"Granville County, NC",2005,23939,22396,1543,6.4
CN3707900000000,37,079,"Greene County, NC",2005,9004,8413,591,6.6
CN3708100000000,37,081,"Guilford County, NC",2005,242328,229183,13145,5.4
CN3708300000000,37,083,"Halifax County, NC",2005,23870,22044,1826,7.6
CN3708500000000,37,085,"Harnett County, NC",2005,45642,43061,2581,5.7
CN3708700000000,37,087,"Haywood County, NC",2005,27307,26000,1307,4.8
CN3708900000000,37,089,"Henderson County, NC",2005,46566,44478,2088,4.5
CN3709100000000,37,091,"Hertford County, NC",2005,9884,9264,620,6.3
CN3709300000000,37,093,"Hoke County, NC",2005,18544,17400,1144,6.2
CN3709500000000,37,095,"Hyde County, NC",2005,2929,2744,185,6.3
CN3709700000000,37,097,"Iredell County, NC",2005,72906,68985,3921,5.4
CN3709900000000,37,099,"Jackson County, NC",2005,20641,19743,898,4.4
CN3710100000000,37,101,"Johnston County, NC",2005,71349,67950,3399,4.8
CN3710300000000,37,103,"Jones County, NC",2005,4970,4711,259,5.2
CN3710500000000,37,105,"Lee County, NC",2005,26162,24610,1552,5.9
CN3710700000000,37,107,"Lenoir County, NC",2005,27908,26181,1727,6.2
CN3710900000000,37,109,"Lincoln County, NC",2005,36486,34301,2185,6
CN3711100000000,37,111,"McDowell County, NC",2005,21314,19702,1612,7.6
CN3711300000000,37,113,"Macon County, NC",2005,15729,14939,790,5
CN3711500000000,37,115,"Madison County, NC",2005,9836,9296,540,5.5
CN3711700000000,37,117,"Martin County, NC",2005,12103,11349,754,6.2
CN3711900000000,37,119,"Mecklenburg County, NC",2005,429543,406762,22781,5.3
CN3712100000000,37,121,"Mitchell County, NC",2005,7836,7222,614,7.8
CN3712300000000,37,123,"Montgomery County, NC",2005,12449,11544,905,7.3
CN3712500000000,37,125,"Moore County, NC",2005,36003,34043,1960,5.4
CN3712700000000,37,127,"Nash County, NC",2005,44532,41671,2861,6.4
CN3712900000000,37,129,"New Hanover County, NC",2005,98520,94185,4335,4.4
CN3713100000000,37,131,"Northampton County, NC",2005,9017,8373,644,7.1
CN3713300000000,37,133,"Onslow County, NC",2005,56406,53193,3213,5.7
CN3713500000000,37,135,"Orange County, NC",2005,65463,62838,2625,4
CN3713700000000,37,137,"Pamlico County, NC",2005,5728,5452,276,4.8
CN3713900000000,37,139,"Pasquotank County, NC",2005,17359,16475,884,5.1
CN3714100000000,37,141,"Pender County, NC",2005,22066,20935,1131,5.1
CN3714300000000,37,143,"Perquimans County, NC",2005,5178,4913,265,5.1
CN3714500000000,37,145,"Person County, NC",2005,18886,17598,1288,6.8
CN3714700000000,37,147,"Pitt County, NC",2005,74052,69474,4578,6.2
CN3714900000000,37,149,"Polk County, NC",2005,9163,8754,409,4.5
CN3715100000000,37,151,"Randolph County, NC",2005,75205,71376,3829,5.1
CN3715300000000,37,153,"Richmond County, NC",2005,20308,18644,1664,8.2
CN3715500000000,37,155,"Robeson County, NC",2005,52780,48951,3829,7.3
CN3715700000000,37,157,"Rockingham County, NC",2005,46064,42822,3242,7
CN3715900000000,37,159,"Rowan County, NC",2005,68302,64372,3930,5.8
CN3716100000000,37,161,"Rutherford County, NC",2005,29761,27022,2739,9.2
CN3716300000000,37,163,"Sampson County, NC",2005,31421,29784,1637,5.2
CN3716500000000,37,165,"Scotland County, NC",2005,15234,13660,1574,10.3
CN3716700000000,37,167,"Stanly County, NC",2005,29692,27984,1708,5.8
CN3716900000000,37,169,"Stokes County, NC",2005,24114,22826,1288,5.3
CN3717100000000,37,171,"Surry County, NC",2005,35187,32984,2203,6.3
CN3717300000000,37,173,"Swain County, NC",2005,6926,6417,509,7.3
CN3717500000000,37,175,"Transylvania County, NC",2005,12450,11746,704,5.7
CN3717700000000,37,177,"Tyrrell County, NC",2005,2204,2032,172,7.8
CN3717900000000,37,179,"Union County, NC",2005,82852,78898,3954,4.8
CN3718100000000,37,181,"Vance County, NC",2005,19159,17410,1749,9.1
CN3718300000000,37,183,"Wake County, NC",2005,406455,388671,17784,4.4
CN3718500000000,37,185,"Warren County, NC",2005,8084,7475,609,7.5
CN3718700000000,37,187,"Washington County, NC",2005,6160,5724,436,7.1
CN3718900000000,37,189,"Watauga County, NC",2005,23318,22329,989,4.2
CN3719100000000,37,191,"Wayne County, NC",2005,51507,48627,2880,5.6
CN3719300000000,37,193,"Wilkes County, NC",2005,33101,31098,2003,6.1
